# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Apr  4 08:09:49 2016
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_fpflag_nt:  Not Transit-Like False Positive Flag
# COLUMN koi_fpflag_ss:  Significant Secondary False Positive Flag
# COLUMN koi_fpflag_co:  Centroid Offset False Positive Flag
# COLUMN koi_fpflag_ec:  Ephemeris Match Indicates Contamination False Positive Flag
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_tce_plnt_num: TCE Planet Number
# COLUMN koi_tce_delivname: TCE Delivery
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag
7110,9478990,K00423.02,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,360.477635000,253.9112000,72.8480,4.33200,6.0400e+02,11943.80,339.0,3.11,7.30,2,q1_q16_tce,6266.00,4.101,1.5220,296.960270,46.034302,14.327
7111,10793172,K02871.03,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,18.081142900,140.5222000,0.6214,4.44000,7.1200e+01,0.75,638.0,39.18,5.70,3,q1_q17_dr24_tce,5693.00,4.551,0.8560,290.201630,48.185822,14.754
7112,10122538,K02926.03,,CANDIDATE,CANDIDATE,0,0,0,0,20.956815800,139.0875000,0.3149,3.55800,2.1860e+03,2.43,357.0,3.85,24.50,1,q1_q17_dr24_tce,3903.00,4.735,0.5230,283.336060,47.174541,16.279
7113,10710755,K06080.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,4.816611534,133.7635750,0.4149,3.82532,8.5159e+04,26.90,1050.0,287.30,3569.70,1,q1_q17_dr24_tce,5796.00,4.472,0.9040,281.936400,48.010059,14.843
7114,10727668,K06081.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,2.305904182,131.7924400,0.0034,3.39771,2.6427e+04,41.63,3148.0,23214.46,286.30,1,q1_q17_dr24_tce,9696.00,4.033,2.4920,290.439940,48.045101,16.321
7115,10735519,K06082.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1.814127693,131.9388790,1.3216,3.20310,2.1666e+03,597.53,4117.0,67943.30,186.10,1,q1_q17_dr24_tce,5048.00,2.607,14.5660,293.557370,48.041740,11.780
7116,10935310,K06083.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,4.128795263,132.5796765,0.7296,2.77089,1.5838e+05,52.13,1244.0,565.91,4563.90,1,q1_q17_dr24_tce,5949.00,4.311,1.0830,297.915920,48.332050,13.100
7117,11021252,K06084.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,3.269175636,133.2580370,4.1317,2.67660,6.1983e+04,377.88,1348.0,781.57,1413.10,1,q1_q17_dr24_tce,6372.00,4.453,1.0150,287.356080,48.543091,14.966
7118,11408935,K06086.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,15.995095616,147.3053835,0.2102,8.45043,4.7338e+04,17.77,680.0,50.46,2612.20,1,q1_q17_dr24_tce,5914.00,4.569,0.8120,294.780790,49.273621,15.284
7119,8165617,K06173.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,214.013044000,179.8607000,0.1289,7.87000,1.2320e+02,1.54,397.0,5.89,9.00,5,q1_q16_tce,6698.00,4.267,1.3700,291.742310,44.074871,12.445
7120,8181016,K06174.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,1,0,0.709142320,132.1761000,1.0094,1.93600,2.5600e+03,7.27,1685.0,1903.76,2.60,1,q1_q17_dr24_tce,5350.00,4.578,0.6930,296.784300,44.069012,14.677
7121,8197761,K06175.01,,CANDIDATE,CANDIDATE,0,0,0,0,9.868676210,138.9968800,41.7312,3.02700,5.7320e+03,7648.02,1332.0,743.72,15.10,1,q1_q17_dr24_tce,7301.00,4.110,1.7170,301.038760,44.071098,10.656
7122,4840513,K01541.02,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,66.344551220,153.3142060,,3.64000,,,,,,3,q1_q16_tce,,,,293.195070,39.907280,15.189
7123,8223568,K06176.01,,CANDIDATE,CANDIDATE,0,0,0,0,143.096880000,143.7010000,0.1129,17.74000,1.2500e+02,1.48,441.0,8.94,6.40,2,q1_q16_tce,6725.00,4.335,1.3100,287.985600,44.147202,11.538
7124,8223568,K06176.02,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,73.456757300,172.3647107,,2.74000,,,,,,3,q1_q16_tce,,,,287.985600,44.147202,11.538
7125,8265156,K06177.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,1,0,0.978365286,132.1243400,0.4238,1.34600,3.9900e+01,1.00,2656.0,11771.24,12.00,2,q1_q17_dr24_tce,7179.00,4.221,1.5270,301.134280,44.100128,12.340
7126,8355178,K06178.01,,CANDIDATE,CANDIDATE,0,0,0,0,13.032779100,133.6742000,0.6736,3.97000,2.5280e+02,1.68,809.0,101.40,10.30,1,q1_q17_dr24_tce,6122.00,4.471,0.9960,287.531770,44.308010,15.863
7127,4770174,K02971.02,,CANDIDATE,CANDIDATE,0,0,0,0,31.953620500,159.6471000,0.0756,8.19400,9.3400e+01,1.00,623.0,35.68,16.70,2,q1_q16_tce,6234.00,4.433,1.0280,297.393710,39.829041,12.742
7128,9838804,K03028.02,,CANDIDATE,CANDIDATE,0,0,0,0,458.167540000,462.2522000,0.1573,6.97000,6.8300e+02,2.11,208.0,0.45,5.60,2,q1_q16_tce,5536.00,4.566,0.8160,294.962460,46.676289,15.983
7129,9020114,K03088.02,,CANDIDATE,CANDIDATE,0,0,0,0,67.876660500,187.3703000,0.0011,2.59800,3.8920e+02,1.92,455.0,10.11,9.10,2,q1_q16_tce,6018.00,4.485,0.9750,291.164370,45.318291,14.953
7130,6609270,K03090.02,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,15.036845500,133.6529700,92.5597,3.06700,5.9620e+02,5300.07,398.0,5.91,12.10,2,q1_q17_dr24_tce,3854.00,4.718,0.5300,292.737640,42.014832,15.665
7131,7983117,K03214.02,,CANDIDATE,CANDIDATE,0,0,0,0,25.089836600,138.5145000,0.1973,8.08700,4.1500e+01,2.02,1075.0,315.46,13.70,2,q1_q17_dr24_tce,6036.00,3.623,3.1320,298.673770,43.795479,12.014
7132,11125797,K03371.02,,CANDIDATE,CANDIDATE,0,0,0,0,12.253832170,143.7031100,0.4886,2.21300,1.3930e+02,0.83,642.0,40.13,12.70,1,q1_q17_dr24_tce,5356.00,4.617,0.6850,285.313810,48.725250,13.747
7133,9966219,K03401.02,,CANDIDATE,CANDIDATE,0,0,0,0,326.670800000,327.7185000,0.6133,10.84000,3.8640e+02,2.20,283.0,1.52,10.80,1,q1_q16_tce,5896.00,4.343,1.0720,297.478390,46.815750,14.388
7134,11974540,K00129.02,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,143.211093620,221.7556468,,2.71000,,,,,,2,q1_q16_tce,,,,297.009430,50.372318,13.224
7135,7219825,K00238.03,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,362.996600000,256.4463000,0.3860,11.53000,2.8170e+02,1.86,280.0,1.46,7.20,3,q1_q16_tce,6086.00,4.367,1.0920,296.998630,42.781960,14.061
7136,11519226,K06087.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,22.161308810,148.4628300,1.3469,3.72080,5.4236e+03,40.32,624.0,35.88,303.90,2,q1_q17_dr24_tce,5903.00,4.525,0.8550,297.070680,49.442451,13.034
7137,1718189,K00993.03,,CANDIDATE,CANDIDATE,0,0,0,0,86.723152000,195.3513000,0.0590,4.79400,2.7780e+02,1.45,391.0,5.50,9.70,3,q1_q17_dr24_tce,5830.00,4.540,0.8760,290.728670,37.252651,14.246
7138,11756821,K06088.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,2.745121138,133.6193970,0.8190,2.95900,2.1883e+04,11.61,901.0,156.03,615.00,1,q1_q17_dr24_tce,4596.00,4.630,0.6780,288.229130,49.904129,15.187
7139,11769146,K06089.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,282.965698270,193.5026020,0.3959,21.56990,4.9099e+05,72.70,280.0,1.45,9483.20,1,q1_q17_dr24_tce,5999.00,4.494,0.9590,294.819210,49.963631,13.974
7140,11812199,K06090.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,1,0,37.320432480,135.4250500,1.4229,7.31800,3.7590e+03,50.24,538.0,19.77,171.20,1,q1_q17_dr24_tce,5910.00,4.505,0.9400,290.871250,50.052601,14.277
7141,11826400,K06091.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,5.889372406,134.7797259,0.4082,4.93558,5.7125e+04,51.05,1695.0,1951.40,11460.10,1,q1_q17_dr24_tce,7249.00,3.993,2.0710,297.513430,50.074810,12.472
7142,12010534,K06092.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,2.581594003,132.9477177,0.0013,4.91551,1.8529e+05,42.54,1328.0,735.27,1455.20,1,q1_q17_dr24_tce,5720.00,4.407,0.9890,290.026820,50.455391,15.350
7143,2019477,K06093.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,20.571872200,149.2279000,0.2342,10.65300,7.5900e+01,0.73,611.0,32.94,10.50,2,q1_q17_dr24_tce,5529.00,4.464,0.8340,292.551940,37.421211,13.330
7144,7116117,K03163.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0.566801886,131.8258000,0.3733,5.73300,5.9000e+00,0.54,3862.0,52564.19,16.30,1,q1_q17_dr24_tce,7589.00,4.023,2.1690,291.269900,42.692009,10.238
7145,7868092,K03169.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,180.718090000,222.2962000,0.8856,10.85000,3.1200e+01,1.28,546.0,20.98,8.60,,,7608.00,4.080,1.9910,280.747500,43.601841,10.505
7146,3337061,K03172.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,3.279194160,133.8259900,0.1196,2.20600,6.7900e+01,0.90,1225.0,532.77,14.20,1,q1_q17_dr24_tce,5780.00,4.438,1.0000,290.033140,38.426861,10.609
7147,9826171,K03173.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,434.391480000,131.4436000,0.9936,13.02000,1.2030e+02,1.59,236.0,0.73,10.40,,,5971.00,4.514,0.8680,289.734680,46.645340,10.614
7148,3936658,K03180.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,71.157705400,178.2961100,,4.85000,,,,,,,,,,,285.547120,39.063290,10.923
7149,4577484,K03181.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,73.264170000,173.8331000,0.4719,5.54000,3.8400e+01,1.32,584.0,27.47,3.00,,,5424.00,3.832,2.1100,295.682800,39.618729,11.026
7150,4735826,K03184.02,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,11.322010400,142.7143000,0.1749,5.86000,1.7100e+01,0.91,1215.0,515.77,8.10,,,6003.00,3.825,2.1930,288.395290,39.872627,11.158
7151,5005618,K03186.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,681.936310200,289.0653808,0.8280,7.94066,1.8653e+05,61.52,220.0,0.56,5388.30,,,6095.00,4.427,1.0350,290.127080,40.159470,11.300
7152,4663658,K03187.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,0.705894702,131.6220600,0.9938,5.17300,3.0100e+01,1.56,4882.0,134291.26,32.10,1,q1_q17_dr24_tce,10346.00,4.077,2.4490,294.207820,39.789291,11.321
7153,10467815,K03191.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,377.889090000,143.4845000,0.1164,9.25900,9.2800e+01,3.17,606.0,31.87,11.60,,,9030.00,3.822,3.2180,290.816040,47.682892,11.471
7154,10847721,K03192.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,199.216380000,293.6619000,0.5000,9.23000,6.2500e+01,2.36,706.0,58.73,10.60,,,8914.00,3.896,2.8670,285.136570,48.257301,11.472
7155,10118942,K03195.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,121.707470000,229.2617000,0.9778,1.37000,9.8200e+01,3.02,580.0,26.67,6.90,,,6362.00,3.858,2.2700,281.122890,47.164890,11.496
7156,9471539,K03198.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,273.528359000,246.3207000,1.3630,22.34600,4.0850e+02,115.40,557.0,22.75,32.10,,,7682.00,3.838,2.7830,294.418330,46.038712,11.575
7157,5482603,K03199.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,3.882554280,134.8295000,0.3395,2.39200,5.5400e+01,0.81,1159.0,426.41,12.10,1,q1_q17_dr24_tce,5780.00,4.438,1.0000,299.873570,40.607719,11.706
7158,2305819,K03201.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,135.571860000,245.3504000,0.2687,9.94000,4.1200e+01,0.83,439.0,8.77,5.70,,,6070.00,4.117,1.2770,292.080470,37.674610,11.766
7159,9518710,K03207.01,,CANDIDATE,CANDIDATE,0,0,0,0,0.954391636,132.4424000,0.9906,7.19000,7.5500e+01,2.63,3040.0,20201.13,60.70,1,q1_q17_dr24_tce,7056.00,3.992,2.1280,288.238620,46.118061,11.872
7160,10284575,K03210.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,173.069290000,221.2582000,1.1262,12.84000,5.7670e+02,30.29,518.0,17.08,19.90,,,7296.00,4.103,1.8180,295.831940,47.393810,11.943
7161,3342952,K03215.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,1.039048037,131.5418400,0.2452,1.68400,1.9000e+01,0.42,1753.0,2230.32,11.30,1,q1_q17_dr24_tce,5695.00,4.444,0.9540,291.650180,38.409370,12.023
7162,5307990,K03228.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0.987622273,131.9738400,0.2870,1.00500,3.1500e+01,1.27,3863.0,52666.16,13.30,1,q1_q17_dr24_tce,9464.00,4.116,2.1840,299.436000,40.477852,12.234
7163,2142501,K03233.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,113.070757400,171.7050000,,9.03000,,,,,,,,,,,286.619020,37.504044,12.267
7164,2713018,K03235.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,66.713573000,170.0750000,0.4916,4.48700,6.3900e+01,0.98,555.0,22.47,6.70,,,6745.00,4.361,1.1820,291.432500,37.936180,12.301
7165,8413968,K03251.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,135.223193000,246.3872000,0.0177,8.98900,5.6300e+01,0.92,417.0,7.18,8.90,,,6181.00,4.279,1.2270,284.011020,44.494320,12.452
7166,9008103,K03283.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,195.709385500,177.4118000,,10.78000,,,,,,,,,,,286.089080,45.369011,15.322
7167,4376629,K03378.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,27.677678500,146.1193700,0.1801,1.80200,2.2170e+02,1.21,565.0,24.14,13.10,1,q1_q17_dr24_tce,5902.00,4.567,0.8110,294.509160,39.461109,13.678
7168,3958301,K03381.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,35.234041300,164.0831000,0.2713,11.87400,4.6550e+02,2.21,602.0,31.14,14.70,,,6295.00,4.456,1.0140,292.550020,39.023811,15.598
7169,8211605,K03405.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,20.979373700,147.7314300,68.4012,3.60000,2.5030e+03,4904.67,520.0,17.28,40.30,,,5182.00,4.601,0.6660,281.606050,44.184761,15.486
7170,11098573,K03406.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,15.693785500,131.9841000,0.2227,5.14900,3.6770e+02,1.99,755.0,76.79,14.20,,,5868.00,4.397,1.0370,297.972690,48.672981,15.281
7171,7289338,K03420.01,,CANDIDATE,CANDIDATE,0,0,0,0,5.774508100,134.5135100,0.4598,3.47100,2.0470e+02,1.46,1053.0,290.38,10.70,2,q1_q17_dr24_tce,6063.00,4.470,1.0010,294.015290,42.824371,15.589
7172,9837586,K03442.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,20.733759070,132.8434300,1.0509,6.13750,1.1978e+05,61.00,663.0,45.60,117.90,1,q1_q17_dr24_tce,5780.00,4.438,1.0000,294.498140,46.691032,17.474
7173,6021655,K03488.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,63.571688000,186.4598000,0.7182,6.01000,5.9100e+02,2.14,399.0,6.02,5.40,,,5504.00,4.572,0.8190,283.425870,41.325531,15.635
7174,8308682,K03507.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,338.200750000,263.5018000,0.2434,15.23000,6.7820e+02,2.08,223.0,0.59,11.10,,,5381.00,4.575,0.8110,294.999330,44.213531,15.650
7175,11442793,K00351.07,,CANDIDATE,CANDIDATE,0,0,0,0,124.916337000,129.7568000,0.4617,10.13200,5.1940e+02,2.46,406.0,6.43,28.20,,,6238.00,4.378,1.0540,284.433500,49.305161,13.804
7176,3344427,K03764.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1.303570428,146.1460390,0.4781,2.33291,3.7905e+05,243.81,2719.0,12920.56,134.10,1,q1_q17_dr24_tce,4884.00,3.279,3.5840,292.002380,38.435200,15.832
7177,6205481,K03774.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,1,0,3.722772640,136.5175700,1.2672,15.86900,1.1146e+03,22.78,945.0,188.82,58.10,,,5333.00,4.633,0.6880,291.986180,41.557030,15.673
7178,4474637,K03829.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,3.886738511,135.0171300,0.0013,14.86850,3.6593e+05,66.06,1158.0,424.65,734.80,1,q1_q17_dr24_tce,5780.00,4.438,1.0000,294.340790,39.563118,16.810
7179,8435232,K03833.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,49.569934700,202.0226300,0.4547,64.22100,8.1296e+03,4.81,280.0,1.45,65.80,,,4042.00,4.717,0.5260,293.534090,44.477085,13.534
7180,6462874,K01231.02,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,10.423646030,138.0137400,0.7242,5.47600,9.0730e+02,1.88,515.0,16.64,19.00,,,4260.00,4.663,0.5800,297.335630,41.890480,15.719
7181,8218379,K01920.02,,CANDIDATE,CANDIDATE,0,0,0,0,10.138417900,137.7139000,0.1428,3.75100,1.0190e+02,0.79,729.0,66.71,12.40,2,q1_q17_dr24_tce,5484.00,4.573,0.7880,285.122040,44.110600,14.640
7182,11450414,K01992.03,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,85.520888000,181.3181000,0.0947,8.29500,2.9650e+02,1.72,430.0,8.10,14.20,3,q1_q17_dr24_tce,6092.00,4.471,0.9980,289.199580,49.305721,14.513
7183,5217733,K03155.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,161.204180000,189.3420000,0.0192,22.89500,8.2229e+04,54.62,648.0,41.65,283.50,1,q1_q17_dr24_tce,9302.00,4.226,1.8560,298.936460,40.391750,7.391
7184,4150611,K03156.04,,CANDIDATE,CANDIDATE,0,0,0,0,94.224541800,196.1737300,0.0221,29.18100,4.8861e+04,33.62,597.0,30.09,207.80,3,q1_q17_dr24_tce,6911.00,4.038,1.5010,289.742490,39.267059,7.899
7185,3646449,K04999.01,,CANDIDATE,CANDIDATE,0,0,0,0,65.751633000,183.3193000,0.3339,7.25000,3.9680e+02,1.84,455.0,10.17,9.00,1,q1_q17_dr24_tce,6088.00,4.511,0.9130,291.659060,38.712158,15.478
7186,4917357,K05102.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,147.863607000,259.5300000,0.2482,1.94800,5.6000e+02,2.03,305.0,2.05,6.60,1,q1_q16_tce,5485.00,4.556,0.8670,289.860990,40.055641,15.109
7187,9343862,K06201.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1.123261102,132.0235400,0.4558,4.29810,4.1415e+05,154.25,3214.0,25226.88,279.10,1,q1_q17_dr24_tce,7945.00,4.023,2.1700,292.432740,45.853409,15.010
7188,11673686,K06243.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,4.618767780,133.3867532,0.0006,6.01243,3.2522e+04,32.32,1565.0,1418.08,3610.30,1,q1_q17_dr24_tce,6195.00,3.937,1.7810,297.315370,49.706081,11.685
7189,4464394,K06115.01,,CANDIDATE,CANDIDATE,0,0,0,0,168.669347820,132.5942053,,4.07000,,,,,,3,q1_q16_tce,,,,291.597750,39.536060,13.497
7190,5531953,K01681.04,,CANDIDATE,CANDIDATE,0,0,0,0,21.914054600,148.5164100,0.0496,1.99700,4.9330e+02,0.77,288.0,1.63,10.60,4,q1_q17_dr24_tce,3669.00,4.918,0.3460,291.285000,40.730049,15.855
7191,7620413,K02103.02,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,3.665239070,131.5142300,0.1135,3.35300,6.3900e+01,0.70,1134.0,390.37,10.20,2,q1_q17_dr24_tce,5753.00,4.479,0.8800,295.502690,43.232792,14.736
7192,8838950,K02421.02,,CANDIDATE,CANDIDATE,0,0,0,0,4.023205080,135.4196600,0.1357,2.39100,8.8200e+01,0.49,747.0,73.50,9.80,2,q1_q17_dr24_tce,4671.00,4.721,0.5280,298.419310,45.071442,14.363
7193,6964929,K02756.02,,CANDIDATE,CANDIDATE,0,0,0,0,5.069932450,135.8360000,0.3584,3.24100,9.3600e+01,0.92,1053.0,291.11,11.60,2,q1_q17_dr24_tce,5957.00,4.506,0.9370,296.232820,42.472790,14.758
7194,2306740,K06265.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,10.306982700,143.7331828,0.5446,11.45340,3.5378e+05,81.85,960.0,200.80,1207.30,1,q1_q17_dr24_tce,5912.00,4.225,1.2170,292.269810,37.698200,13.545
7195,3556742,K06344.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,1,0,0.823015402,132.1601500,1.1785,3.55470,8.7440e+02,19.03,1595.0,1529.42,123.20,1,q1_q17_dr24_tce,5088.00,4.532,0.8130,294.472530,38.675510,14.221
7196,3656700,K06350.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,1,0,0.738527471,132.0240420,1.1206,1.22160,6.5650e+02,40.81,3057.0,20639.10,139.50,1,q1_q17_dr24_tce,5759.00,3.732,2.4470,294.258180,38.706928,12.997
7197,3764411,K06357.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,4.415893300,132.9738000,0.1672,1.15500,1.9110e+02,1.42,1138.0,395.82,5.80,1,q1_q17_dr24_tce,5977.00,4.473,1.0220,295.685940,38.889359,15.417
7198,3851193,K06367.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1.341078732,131.8392331,0.2741,3.84266,1.1363e+05,40.98,1953.0,3441.49,1416.70,1,q1_q17_dr24_tce,6338.00,4.321,1.1960,291.709630,38.921360,13.682
7199,3972391,K06374.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0.634131057,131.7895100,0.0891,2.85100,2.7100e+01,0.58,2488.0,9062.53,11.70,1,q1_q17_dr24_tce,6428.00,4.345,1.1090,295.888430,39.027901,12.939
7200,4069063,K06381.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0.504296702,131.9052850,1.2942,1.41450,5.9954e+03,50.41,2694.0,12445.73,231.80,1,q1_q17_dr24_tce,6140.00,4.243,1.1870,294.558440,39.137650,13.318
7201,6307062,K03153.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,75.378956838,167.1065939,0.2567,7.71755,5.5154e+05,59.19,364.0,4.15,6239.00,1,q1_q17_dr24_tce,5412.00,4.595,0.7690,297.629120,41.641510,14.863
7202,4150611,K03156.01,,CANDIDATE,CANDIDATE,0,0,0,0,0.761122372,131.6851500,0.2564,1.02800,9.6500e+02,4.77,2981.0,18660.94,10.50,4,q1_q17_dr24_tce,6911.00,4.038,1.5010,289.742490,39.267059,7.899
7203,10338624,K03222.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,0.607538435,131.7098900,0.9849,5.54900,3.4900e+01,1.34,3219.0,25377.69,30.40,2,q1_q17_dr24_tce,7076.00,4.147,1.6910,291.497220,47.463509,12.156
7204,6364215,K02404.02,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,5.243622300,132.7529000,0.5612,10.12000,7.9100e+01,0.84,1016.0,251.99,6.20,2,q1_q17_dr24_tce,5815.00,4.500,0.9180,291.877990,41.769581,15.656
7205,5706592,K06618.01,,CANDIDATE,CANDIDATE,0,0,0,0,8.604085800,138.1630000,0.4146,3.01000,8.7600e+01,0.94,947.0,189.96,6.40,1,q1_q17_dr24_tce,6250.00,4.472,0.9860,292.170290,40.907162,15.173
7206,5716244,K06619.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1.330347247,132.7772500,0.6682,4.81780,6.0660e+04,23.86,1635.0,1691.25,532.30,1,q1_q17_dr24_tce,5984.00,4.521,0.9060,294.960270,40.986980,15.423
7207,5731312,K06621.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,7.946370619,135.0941066,0.6524,2.62592,2.6625e+05,35.53,629.0,36.92,1919.20,1,q1_q17_dr24_tce,4789.00,4.678,0.5730,298.251830,40.903530,13.811
7208,5736461,K06623.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,7.346158788,136.8913285,1.0203,6.60280,1.3696e+05,52.77,838.0,116.48,714.90,1,q1_q17_dr24_tce,5610.00,4.564,0.8150,299.271700,40.972389,15.630
7209,5771589,K06625.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,10.738466054,139.8889090,0.9124,2.98000,1.6667e+03,5.97,981.0,218.75,233.30,1,q1_q17_dr24_tce,6184.00,4.253,1.2230,284.585510,41.009579,11.809
7210,6670742,K06753.01,,CANDIDATE,CANDIDATE,0,0,0,0,72.281980000,156.7530000,0.2405,2.47800,1.2650e+03,13.11,984.0,221.28,5.40,3,q1_q17_dr24_tce,7694.00,3.631,3.6270,284.332610,42.127090,9.277
7211,6672229,K06754.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,23.832383062,143.2182280,0.6433,7.08851,2.9648e+05,65.08,623.0,35.58,1236.40,1,q1_q17_dr24_tce,5722.00,4.454,1.0000,284.941070,42.113159,15.581
7212,6676725,K06755.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,1,0,1.428775140,132.1864000,0.6970,5.46200,7.5600e+01,0.96,1738.0,2157.42,19.40,1,q1_q17_dr24_tce,6197.00,4.449,1.0350,286.926910,42.108849,14.701
