rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag
8430,7185487,K06839.01,,FALSE POSITIVE,FALSE POSITIVE,0.53482911,131.7369,0.3597,0.996,7.04E+02,0.54,753,75.82,9.8,3229,5.08,0.201,286.61896,42.778561,16.67
8431,7217088,K06849.01,,CANDIDATE,CANDIDATE,12.54476298,139.58139,0.0487,1.25,2.82E+02,1.43,734,68.79,10.5,5580,4.448,0.853,296.39548,42.78014,15.082
8432,7362534,K06864.01,,FALSE POSITIVE,FALSE POSITIVE,0.566789763,131.81846,0.6376,4.008,2.54E+01,0.4,1984,3662.84,15.4,5799,4.6,0.758,291.70813,42.96941,13.767
8433,7376982,K06871.01,,FALSE POSITIVE,FALSE POSITIVE,2.31611697,132.33476,0.1216,2.542,3.89E+01,0.74,1558,1393.98,12.2,6025,4.3,1.193,295.82541,42.941639,13.608
8434,7431665,K06877.01,,CANDIDATE,CANDIDATE,281.502787,171.5976,1.3236,56.77,7.69E+03,455.14,672,48.07,210.4,4795,2.634,9.57,287.37662,43.009491,10.974
8435,11502179,K07453.01,,FALSE POSITIVE,FALSE POSITIVE,3.98855869,135.129,0.1671,1.467,2.14E+02,2.4,1447,1036.21,10.5,5791,4.057,1.646,289.08099,49.420315,13.035
8436,11602794,K07460.01,,CANDIDATE,CANDIDATE,5.70509845,136.20134,0.1252,1.485,2.81E+02,1.53,947,189.8,8.9,5455,4.448,0.927,287.31912,49.65699,15.597
8437,11662440,K07469.01,,FALSE POSITIVE,FALSE POSITIVE,13.63948035,144.5314555,0.9735,3.15299,1.09E+05,46.07,680,50.51,1216.3,5461,4.517,0.846,292.21732,49.707901,15.852
8438,11757422,K07476.01,,FALSE POSITIVE,FALSE POSITIVE,1.81990973,132.5309,0.303,1.949,1.03E+02,0.58,904,158.22,9,4203,4.672,0.576,288.5928,49.968361,15.435
8439,11854636,K07484.01,,CANDIDATE,CANDIDATE,37.0200329,131.8379,0.4919,1.592,5.56E+02,2.1,503,15.19,7.1,5674,4.545,0.872,286.10281,50.126541,15.424
8440,10647452,K04366.01,,CANDIDATE,CANDIDATE,0.762950944,131.91672,0.419,0.972,2.19E+02,1.12,1665,1816.18,16,5377,4.588,0.744,282.91397,47.970299,15.556
8441,8278685,K04435.01,,CANDIDATE,CANDIDATE,10.8614955,136.8113,0.0232,6.029,6.85E+01,0.84,897,152.71,13.2,6328,4.456,1.013,281.95569,44.261532,13.517
8442,7777818,K04380.01,,CANDIDATE,CANDIDATE,5.78166672,136.76443,0.3354,2.438,5.57E+01,1.43,1474,1117.19,12.1,6443,4.023,1.884,298.94901,43.441715,13.384
8443,5385410,K04323.01,,CANDIDATE,CANDIDATE,11.49584232,139.38348,0.0554,2.378,1.15E+02,1.62,1057,295.46,10.5,6290,4.133,1.506,297.58194,40.5313,13.582
8444,5084171,K04202.01,,CANDIDATE,CANDIDATE,153.979578,165.4896,0.159,8.994,8.79E+02,2.67,330,2.82,16.6,5858,4.502,0.903,286.69522,40.291809,15.672
8445,8234889,K05490.01,,FALSE POSITIVE,FALSE POSITIVE,116.301793,168.3304,0.4631,2.253,6.49E+02,2.18,336,3.01,6.3,5593,4.552,0.842,292.38724,44.13007,15.503
8446,8307489,K05502.01,,FALSE POSITIVE,FALSE POSITIVE,421.98194,226.9386,0.1494,13.799,1.73E+02,2.02,334,2.96,15,6760,4.193,1.515,294.61761,44.216881,12.338
8447,9153246,K05627.01,,FALSE POSITIVE,FALSE POSITIVE,243.954706,221.2717,0.1207,2.562,2.92E+02,1.35,257,1.03,5.2,5578,4.578,0.794,291.27625,45.568192,14.43
8448,8352009,K05506.01,,CANDIDATE,CANDIDATE,641.60204,170.8404,0.3218,16.762,2.37E+02,1.61,230,0.66,10.6,6277,4.449,1.031,285.79572,44.35051,14.152
8449,9166700,K05632.01,,CANDIDATE,CANDIDATE,264.4655369,134.96895,0.1291,6.3806,4.59E+02,4.41,433,8.29,43.5,6543,3.972,2.04,296.33813,45.545109,11.154
8450,5196851,K06539.01,,FALSE POSITIVE,FALSE POSITIVE,0.541396363,131.5974,0.0783,2.384,1.81E+02,2.04,3204,24909.05,20.4,7118,4.212,1.489,294.54105,40.308029,12.509
8451,5269407,K06548.01,,FALSE POSITIVE,FALSE POSITIVE,0.95887107,131.6864736,0.5222,2.74318,2.36E+05,46.09,1742,2174.51,947.7,5530,4.425,0.892,290.09079,40.46183,14.164
8452,5298620,K06558.01,,FALSE POSITIVE,FALSE POSITIVE,12.424257,141.656,0.5974,20.7,1.59E+02,0.91,606,31.93,13.1,4995,4.58,0.698,297.6394,40.490452,15.706
8453,5347784,K06567.01,,CANDIDATE,CANDIDATE,9.584055873,138.8710411,0.7952,6.82477,1.20E+05,99.27,1212,510.85,807.2,5605,3.813,2.275,286.82251,40.513222,13.094
8454,5389184,K06575.01,,FALSE POSITIVE,FALSE POSITIVE,1.069952289,132.30429,0.5043,1.242,5.55E+01,0.94,1993,3730.45,9.7,5869,4.274,1.221,298.40009,40.58567,14.174
8455,9529294,K07184.01,,FALSE POSITIVE,FALSE POSITIVE,2.51689045,133.49451,0.1428,2.533,6.26E+01,1,1429,986.6,9.2,5403,4.201,1.284,293.013,46.166561,14.587
8456,9541163,K07189.01,,FALSE POSITIVE,FALSE POSITIVE,0.536652927,131.7098,0.758,3.046,1.25E+02,1.09,2143,4982.76,10.2,5822,4.529,0.898,297.29395,46.102341,15.449
8457,9630640,K07204.01,,FALSE POSITIVE,FALSE POSITIVE,3.66189577,132.53167,8.5311,36.038,1.64E+05,1390.73,1708,2012.26,217.6,6793,4.101,1.589,281.63019,46.321152,13.658
8458,9640123,K07209.01,,CANDIDATE,CANDIDATE,8.2553601,135.1711,0.4692,3.726,5.50E+01,0.85,1034,270.58,9.7,6357,4.375,1.113,287.51071,46.38995,13.816
8459,9657636,K07219.01,,FALSE POSITIVE,FALSE POSITIVE,542.52829,278.392,0.3252,11.06,7.52E+01,1.07,266,1.19,11.2,6099,4.204,1.212,295.19278,46.37188,11.253
8460,8487838,K04596.01,,FALSE POSITIVE,FALSE POSITIVE,1.061931888,131.72619,0.3903,1.913,5.45E+01,0.7,1757,2252.16,15.4,5893,4.505,0.941,288.95825,44.577999,14.171
8461,7821010,K02938.01,,FALSE POSITIVE,FALSE POSITIVE,24.23824145,136.6166779,0.4265,4.14141,4.63E+05,110.16,842,118.55,461.9,6522,4.162,1.464,291.31985,43.59547,10.816
8462,3230805,K03068.02,,CANDIDATE,CANDIDATE,6.65169435,137.68402,0.053,2.659,1.49E+02,0.81,713,61.2,9.5,4886,4.636,0.689,290.26028,38.354988,14.976
8463,7592529,K06889.01,,CANDIDATE,CANDIDATE,75.906736,185.6963,0.0506,11.64,2.69E+01,0.63,507,15.65,9.2,6140,4.248,1.206,286.14291,43.236351,11.649
8464,7630658,K06895.01,,FALSE POSITIVE,FALSE POSITIVE,1.075577574,131.5581497,0.8367,4.14784,1.75E+05,73.53,2095,4551.51,2152.5,6011,4.217,1.267,297.91519,43.256203,13.893
8465,7691527,K06905.01,,FALSE POSITIVE,FALSE POSITIVE,4.800232122,135.7829859,0.6646,3.57257,2.85E+05,49.12,938,182.89,594.8,5591,4.596,0.752,294.7326,43.349522,15.431
8466,7755741,K06913.02,,CANDIDATE,CANDIDATE,1.75173647,132.2995,0.6637,5.122,6.84E+01,3.86,4900,136315.31,10.2,10894,3.667,4.378,292.78702,43.416039,13.752
8467,11923819,K07496.01,,FALSE POSITIVE,FALSE POSITIVE,33.15947773,159.8125727,0.7358,9.0573,2.40E+05,149.35,1089,332.36,1868.7,7968,3.953,2.39,296.46429,50.286152,11.562
8468,11970288,K07501.01,,CANDIDATE,CANDIDATE,20.71055071,134.00305,2.5711,39.644,1.04E+03,304.22,995,231.79,280.3,6935,4.099,1.747,295.21255,50.31691,11.308
8469,12105785,K07512.01,,FALSE POSITIVE,FALSE POSITIVE,31.95304107,142.70801,0.9032,8.0411,1.79E+04,14.22,506,15.5,2070.8,5536,4.566,0.816,288.4874,50.675461,13.032
8470,8625732,K04701.01,,FALSE POSITIVE,FALSE POSITIVE,31.972131,133.8661,0.9842,13.9,1.69E+02,1.6,522,17.55,13.7,5632,4.551,0.857,292.14804,44.70414,14.817
8471,8377197,K04727.01,,FALSE POSITIVE,FALSE POSITIVE,1.215181097,131.50904,0.1356,1.295,3.97E+01,0.87,2230,5844.41,11.8,6717,4.268,1.365,295.85498,44.301601,13.516
8472,8295671,K04593.01,,FALSE POSITIVE,FALSE POSITIVE,0.981402951,132.12193,0.1003,0.59,1.62E+02,1.18,1821,2602.14,9.5,6038,4.524,0.898,290.3602,44.273361,14.652
8473,8937762,K04668.01,,CANDIDATE,CANDIDATE,15.07278189,143.96842,0.1778,0.729,3.95E+02,1.55,635,38.48,14.8,5508,4.589,0.771,285.21283,45.2514,14.269
8474,3438976,K04527.01,,FALSE POSITIVE,FALSE POSITIVE,2.97599768,132.9799,0.1722,3.532,5.13E+01,0.76,1395,894.1,11.5,6202,4.394,1.055,290.12021,38.534821,14.11
8475,7416306,K05388.01,,CANDIDATE,CANDIDATE,137.396511,158.9212,0.157,18.46,1.22E+02,2.9,517,16.87,17.2,5425,3.704,2.655,280.52133,43.077068,13.668
8476,8414914,K05513.01,,FALSE POSITIVE,FALSE POSITIVE,100.3036973,176.75694,0.257,10.6362,5.65E+05,82.25,421,7.41,513.6,6060,4.397,1.046,284.52087,44.455078,17.908
8477,10132908,K05767.01,,FALSE POSITIVE,FALSE POSITIVE,386.59946,221.2945,0.2307,3.305,3.81E+02,1.89,259,1.06,5.8,6137,4.487,0.963,288.50931,47.120701,14.79
8478,8474892,K05520.01,,CANDIDATE,CANDIDATE,199.4424134,240.8521,1.1877,7.2533,3.22E+04,56.11,344,3.32,486.4,5869,4.288,1.17,281.76312,44.57719,14.372
8479,8499922,K05525.01,,FALSE POSITIVE,FALSE POSITIVE,45.680876,142.3574,0.206,2.293,3.50E+02,14.5,1215,514.91,3.7,4835,2.608,7.917,293.66245,44.527512,13.409
8480,5466109,K06582.01,,CANDIDATE,CANDIDATE,2.43136951,133.9169,0.7884,1.353,1.39E+02,1.24,1422,965.4,6.3,6231,4.488,0.955,296.4718,40.681622,15.225
8481,5479973,K06589.01,,FALSE POSITIVE,FALSE POSITIVE,1.795272893,131.870397,0.9325,7.3279,1.29E+05,55.88,1641,1714.88,793,6363,4.456,1.012,299.38046,40.694759,14.889
8482,5534476,K06595.01,,FALSE POSITIVE,FALSE POSITIVE,1.025478412,131.59625,0.4156,1.743,2.91E+01,0.96,2768,13868.29,17,7209,4.137,1.727,292.11362,40.792179,12.407
8483,5622250,K06608.01,,FALSE POSITIVE,FALSE POSITIVE,16.29421378,143.1937171,0.612,6.00664,1.76E+05,43.74,782,88.22,9054.6,6449,4.487,0.961,292.51321,40.82756,14.203
8484,5702770,K06617.01,,CANDIDATE,CANDIDATE,8.00196682,135.41354,0.1466,3.377,1.10E+02,0.91,864,131.75,9.8,5830,4.54,0.876,290.91504,40.988499,15.032
8485,9674320,K07223.01,,CANDIDATE,CANDIDATE,317.058383,297.8453,0.0254,9.875,4.53E+02,1.53,221,0.57,9.1,5370,4.599,0.73,300.34525,46.339882,14.634
8486,9790965,K07231.01,,FALSE POSITIVE,FALSE POSITIVE,0.822067729,132.243021,1.2205,4.737,2.60E+04,91.86,2944,17747.85,372.4,6531,3.962,1.921,298.91162,46.586578,13.388
8487,9906489,K07249.01,,CANDIDATE,CANDIDATE,8.9651028,137.54086,1.6442,37.4,3.05E+02,82.86,1036,271.89,166.7,6528,4.384,1.155,297.52359,46.703129,12.039
8488,10020423,K07273.01,,FALSE POSITIVE,FALSE POSITIVE,7.448375905,137.6944859,0.0051,4.20109,1.56E+05,34.11,871,136.18,2744.6,5636,4.489,0.867,295.29791,46.920471,15.178
8489,10031409,K07276.01,,FALSE POSITIVE,FALSE POSITIVE,2.071939743,132.8368475,0.8028,4.45277,2.01E+05,75.86,1695,1953.33,3489.8,6140,4.247,1.254,298.68484,46.94997,13.553
8490,4843592,K04683.01,,FALSE POSITIVE,FALSE POSITIVE,0.967073267,131.604822,1.2147,2.9956,8.91E+02,27.65,1867,2870.56,80.3,5755,4.402,1.022,294.02347,39.92408,15.12
8491,3858919,K05990.01,,FALSE POSITIVE,FALSE POSITIVE,25.9522643,154.8656,0.1505,10.604,6.49E+02,2.2,569,24.74,14,5695,4.545,0.872,293.70291,38.956291,15.999
8492,7100673,K04032.05,,CANDIDATE,CANDIDATE,7.23522108,135.2332,0.4762,2.631,5.17E+01,0.78,948,191.14,15.5,5574,4.354,1.065,285.72849,42.65453,12.639
8493,3765917,K04526.02,,CANDIDATE,CANDIDATE,11.8186611,132.5129,0.2228,6.309,2.35E+02,1.56,846,120.86,9.2,6148,4.461,1.015,295.96893,38.867168,15.271
8494,7816680,K06920.01,,FALSE POSITIVE,FALSE POSITIVE,4.292599837,131.77024,0.956,4.92918,1.24E+05,66.05,1322,721.66,1412.1,6475,4.375,1.178,289.92133,43.508221,15.573
8495,7960295,K06939.01,,CANDIDATE,CANDIDATE,2.1041431,132.63265,0.6645,4.3753,3.10E+05,68.73,1421,963.4,120.5,5780,4.438,1,291.89343,43.730251,19.485
8496,8007675,K06949.01,,CANDIDATE,CANDIDATE,2.352435,131.94,0.0696,6.18,4.39E+01,0.8,1702,1985.09,5.9,6751,4.354,1.196,282.15485,43.867352,12.047
8497,8098300,K06964.01,,FALSE POSITIVE,FALSE POSITIVE,4.305917863,132.3501413,0.5422,5.61967,3.67E+05,71.04,1261,596.85,856.7,6495,4.445,1.026,292.05872,43.925228,12.817
8498,12302391,K07519.01,,FALSE POSITIVE,FALSE POSITIVE,25.32169519,139.687675,0.9441,4.4584,1.23E+05,56.78,655,43.39,1091.9,6109,4.455,1.029,288.40378,51.073761,15.128
8499,12367310,K07530.01,,FALSE POSITIVE,FALSE POSITIVE,8.627456712,139.992568,1.1384,4.65056,3.71E+04,188,1445,1031.92,1628.8,5146,3.475,4.063,296.34995,51.12344,13.835
8500,12504353,K07537.01,,FALSE POSITIVE,FALSE POSITIVE,498.68845,556.5161,0.1119,17.88,5.48E+02,2.44,246,0.87,9.4,6184,4.448,1.038,287.86331,51.488522,15.166
8501,3123418,K07542.01,,FALSE POSITIVE,FALSE POSITIVE,563.94854,145.5541,0.0504,15.631,8.73E+02,2.55,209,0.45,16.3,5853,4.544,0.868,293.02545,38.213261,14.574
8502,2576224,K04465.01,,FALSE POSITIVE,FALSE POSITIVE,2.21701025,131.80305,0.0662,2.148,2.94E+01,1.16,2371,7467.21,11.7,7524,4.067,2.092,291.54626,37.817749,12.734
8503,7281484,K04536.01,,FALSE POSITIVE,FALSE POSITIVE,0.566800743,131.8259,0.4733,5.647,2.06E+01,0.55,2600,10794.42,23.9,6484,4.377,1.173,291.61011,42.810459,12.318
8504,12108293,K04540.01,,FALSE POSITIVE,FALSE POSITIVE,0.705458827,131.67128,0.2433,2.506,7.40E+01,0.64,1697,1959.28,16.5,5374,4.607,0.748,289.94019,50.652771,14.837
8505,10140122,K04545.01,,CANDIDATE,CANDIDATE,0.849359892,132.14495,0.5328,1.329,1.19E+02,0.88,1500,1195.79,12,4979,4.596,0.788,291.45813,47.15863,15.357
8506,3962684,K04908.01,,FALSE POSITIVE,FALSE POSITIVE,25.950248,148.9707,0.6583,11.64,1.09E+02,2.11,753,76.14,13.6,5109,3.873,1.922,293.68207,39.01112,13.956
8507,5289857,K05150.01,,CANDIDATE,CANDIDATE,26.5243031,156.17138,0.4584,2.26,1.56E+02,2.13,695,55.06,9.3,4995,3.954,1.703,295.78586,40.479771,13.681
8508,4068391,K05036.01,,FALSE POSITIVE,FALSE POSITIVE,289.490952,363.4177,0.1458,3.91,7.73E+02,2.87,290,1.66,6.6,5978,4.408,1.032,294.40005,39.171589,15.14
8509,4077252,K05038.01,,FALSE POSITIVE,FALSE POSITIVE,0.534108971,131.806222,0.0445,0.8777,9.80E+01,2.5,5510,217941.01,41.2,10747,4.1,2.432,296.30716,39.117119,12.314
8510,5440651,K05168.01,,FALSE POSITIVE,FALSE POSITIVE,0.502807253,131.6152743,1.2503,1.01493,4.66E+03,26.81,1825,2623.68,240,5109,4.564,0.715,289.39078,40.654781,15.341
8511,1297263,K04922.01,,FALSE POSITIVE,FALSE POSITIVE,153.521361,281.2973,0.1485,3.893,2.55E+02,3.09,493,13.99,5.7,6233,3.951,1.921,291.94852,36.95208,13.636
8512,11444974,K05898.01,,FALSE POSITIVE,FALSE POSITIVE,76.37924,205.0612,0.7333,0.645,2.76E+02,1.73,406,6.41,5.7,5451,4.404,0.936,285.82983,49.39431,13.717
8513,11456256,K05901.01,,CANDIDATE,CANDIDATE,61.610418,133.9073,0.2549,15.343,6.77E+01,1.11,586,27.81,16.1,6540,4.261,1.328,292.43137,49.368561,12.332
8514,5735878,K06622.01,,FALSE POSITIVE,FALSE POSITIVE,16.83208106,133.1746514,0.208,7.79972,4.90E+04,23.87,821,107.3,6852.6,6295,4.314,1.066,299.16174,40.92701,13.125
8515,5809372,K06630.01,,CANDIDATE,CANDIDATE,34.6505715,143.0348,47.0966,10.955,5.22E+02,6611.22,715,61.83,16.7,6680,4.291,1.313,296.73676,41.00066,12.954
8516,5952457,K06637.01,,FALSE POSITIVE,FALSE POSITIVE,0.90567472,132.20447,0.2131,1.031,1.12E+02,0.77,1467,1096.04,11.9,4949,4.552,0.741,289.29977,41.278751,15.283
8517,5977541,K06642.01,,FALSE POSITIVE,FALSE POSITIVE,1.14075091,132.5716,0.4855,2.962,1.45E+01,0.67,3191,24512.67,9.3,8847,4.2,1.685,296.47546,41.241116,12.5
8518,6029130,K06647.01,,FALSE POSITIVE,FALSE POSITIVE,12.59165647,134.7421524,0.6239,5.53451,3.05E+05,49.52,644,40.71,1324.4,5294,4.599,0.761,287.03979,41.328869,14.832
8519,10066755,K07281.01,,CANDIDATE,CANDIDATE,2.46506501,132.8845,0.6323,6.218,3.98E+01,1.14,1999,3777.82,10.3,6881,4.101,1.714,288.21976,47.041279,12.446
8520,10098534,K07287.01,,FALSE POSITIVE,FALSE POSITIVE,41.81145,166.5262,0.0121,2.208,3.02E+02,1.4,483,12.88,5.9,5593,4.478,0.812,299.58353,47.022888,15.017
8521,10274244,K07303.01,,FALSE POSITIVE,FALSE POSITIVE,13.68369165,135.2108472,0.0848,4.2239,1.86E+05,30.63,635,38.37,10230.1,5359,4.566,0.708,291.9364,47.309689,11.544
8522,10292465,K07307.01,,FALSE POSITIVE,FALSE POSITIVE,1.353371003,131.936905,0.5124,2.1597,1.05E+05,26.37,1445,1031.53,307.8,5426,4.511,0.784,298.13632,47.384529,14.956
8523,10332789,K07311.01,,FALSE POSITIVE,FALSE POSITIVE,18.74072516,135.2072479,0.1865,5.19768,1.27E+05,35.8,717,62.46,3513.9,6122,4.471,0.996,289.0368,47.46595,15.861
8524,4753561,K05996.01,,FALSE POSITIVE,FALSE POSITIVE,4.94493031,131.610959,1.2489,3.4441,1.99E+03,20.29,706,58.75,116.2,4478,4.641,0.612,293.73715,39.825859,14.928
8525,5470960,K06007.01,,FALSE POSITIVE,FALSE POSITIVE,12.4231933,141.7087,0.0355,18.673,3.14E+02,1.25,631,37.54,22.9,5272,4.627,0.717,297.5343,40.653389,15.955
8526,10843203,K01287.01,,CANDIDATE,CANDIDATE,4.429625295,355.144573,1.2649,3.1437,6.31E+03,32.34,950,192.62,207.8,5344,4.545,0.809,282.23273,48.271198,15.91
8527,11176166,K05875.02,,CANDIDATE,CANDIDATE,4.2743294,133.0319,0.2522,2.754,2.47E+02,1.82,1327,732.24,10.9,6495,4.366,1.145,283.06863,48.802078,14.496
8528,2012722,K06257.01,,FALSE POSITIVE,FALSE POSITIVE,2.32603513,131.869,1.0076,9.61,3.34E+02,7.18,2059,4249.04,3.2,7061,4.146,1.735,291.01147,37.43364,11.661
8529,2438061,K06270.01,,FALSE POSITIVE,FALSE POSITIVE,2.442941766,132.011503,1.1643,4.1832,3.77E+04,48.37,1351,788.17,269,5780,4.438,1,290.27701,37.79097,
8530,2557350,K06276.01,,CANDIDATE,CANDIDATE,3.09872371,134.39482,0.4584,1.886,2.68E+02,0.68,579,26.58,10.1,3627,4.843,0.41,286.81915,37.859009,15.87
8531,8120820,K06971.01,,CANDIDATE,CANDIDATE,129.220949,255.192,0.2143,6.63,4.32E+02,1.6,290,1.66,12.2,4989,4.522,0.789,298.70001,43.97649,14.784
8532,8145958,K06978.01,,CANDIDATE,CANDIDATE,3.07550437,134.47126,0.6071,1.699,5.47E+01,0.8,1306,687.69,9.6,5881,4.388,1.029,282.84103,44.049728,13.359
8533,8192861,K06987.01,,FALSE POSITIVE,FALSE POSITIVE,0.552141897,131.77199,1.091,4.985,1.06E+02,10.04,2206,5602.43,42.8,5952,4.486,0.904,299.71408,44.037189,13.866
8534,8227464,K06994.01,,CANDIDATE,CANDIDATE,4.25907441,135.5832,0.0563,4.685,2.83E+01,0.83,1425,975.73,11.1,5858,4.048,1.567,289.77121,44.139969,12.832
8535,8248103,K07002.01,,CANDIDATE,CANDIDATE,4.8301434,134.64249,0.2543,0.815,2.25E+02,1.42,1039,275.02,11.4,5693,4.467,0.939,296.69574,44.150761,14.991
8536,4380560,K07548.01,,FALSE POSITIVE,FALSE POSITIVE,0.705806398,131.95736,1.0643,5.94,1.80E+02,8.48,2106,4650.24,68.4,6106,4.487,0.966,295.3815,39.453732,15.062
8537,6508734,K07568.01,,FALSE POSITIVE,FALSE POSITIVE,480.03759,318.4745,0.2596,16.25,7.17E+02,1.14,109,0.03,9,3622,4.826,0.43,287.08438,41.95406,15.644
8538,7032568,K07576.01,,FALSE POSITIVE,FALSE POSITIVE,0.566791931,131.81972,0.4364,3.62,2.50E+01,0.82,3115,22251.32,17.1,6432,4.018,1.603,291.46033,42.581261,13.831
8539,8579684,K07594.01,,CANDIDATE,CANDIDATE,2.08802799,132.08475,0.9865,24.017,7.08E+01,1.93,2003,3806.17,60.5,6593,4.117,1.67,298.20016,44.608501,12.579
8540,10253638,K07608.01,,FALSE POSITIVE,FALSE POSITIVE,7.4539297,137.33196,1.5221,42.784,2.22E+02,81.7,1218,520.65,92,6613,4.241,1.404,281.63889,47.314121,13.272
8541,7889486,K03300.01,,FALSE POSITIVE,FALSE POSITIVE,24.2384374,136.61864,0.3787,2.717,5.36E+02,2.11,596,29.92,11.9,5763,4.527,0.904,291.28296,43.608238,15.752
8542,9291039,K03230.01,,FALSE POSITIVE,FALSE POSITIVE,8.808724,134.224,0.6541,15.067,7.53E+01,1.73,1227,536.22,57.4,6026,3.964,1.895,295.71942,45.747559,12.239
8543,3849187,K04780.01,,CANDIDATE,CANDIDATE,6.60181882,137.47354,0.0275,2.633,2.22E+02,1.26,874,138.25,10.7,5591,4.559,0.86,291.13574,38.90543,15.414
8544,9827596,K04855.01,,FALSE POSITIVE,FALSE POSITIVE,1.45730286,131.57869,0.7794,3.69,6.37E+01,0.9,1732,2129.53,18.5,6225,4.45,1.031,290.36142,46.661331,14.561
8545,3343281,K04860.01,,FALSE POSITIVE,FALSE POSITIVE,21.8660947,138.5174,0.2442,1.954,3.07E+02,1.91,730,67.15,9,6309,4.402,1.077,291.73026,38.411461,15.019
8546,6599305,K05301.01,,FALSE POSITIVE,FALSE POSITIVE,42.02646,172.228,0.7156,2.553,1.90E+02,1.5,561,23.47,6,6158,4.431,1.016,289.72461,42.00605,14.519
8547,2163226,K04933.01,,FALSE POSITIVE,FALSE POSITIVE,452.10093,460.4884,0.1063,12.69,4.64E+02,2.08,254,0.99,6.2,6276,4.456,0.956,292.10245,37.56691,15.107
8548,4455763,K05061.01,,FALSE POSITIVE,FALSE POSITIVE,0.766298116,131.68765,0.8121,1.781,2.11E+04,16.31,2161,5154.54,366.5,6267,4.431,0.996,289.07651,39.570438,15.581
8549,5603270,K05182.01,,FALSE POSITIVE,FALSE POSITIVE,103.284757,147.79022,0.6314,1.674,7.84E+01,1.96,583,27.31,5.5,6185,3.878,2.101,286.04263,40.860291,12.97
8550,4470888,K05065.01,,FALSE POSITIVE,FALSE POSITIVE,523.36921,185.174,1.0046,1.007,9.92E+03,17.45,240,0.78,8.4,6397,4.508,0.913,293.40259,39.567131,15.577
8551,12170767,K05960.01,,CANDIDATE,CANDIDATE,32.4185265,161.4252,0.7105,5.154,1.11E+02,1.62,687,52.7,7.9,5622,4.044,1.441,297.0217,50.769112,13.325
8552,6060580,K06658.01,,FALSE POSITIVE,FALSE POSITIVE,2.313368011,133.1999807,1.2642,2.42386,1.35E+04,35.02,1184,464.82,555.4,5509,4.591,0.767,296.76862,41.319538,13.46
8553,6128245,K06666.01,,CANDIDATE,CANDIDATE,1.118507672,131.60904,0.1196,1.199,7.59E+01,0.76,1681,1889.74,9.4,5918,4.546,0.863,293.2793,41.403679,14.796
8554,6187508,K06672.01,,CANDIDATE,CANDIDATE,2.28494299,132.92347,0.2321,0.968,1.72E+02,1.04,1182,462.03,10.9,5393,4.564,0.793,285.33963,41.539749,15.181
8555,6209225,K06676.01,,CANDIDATE,CANDIDATE,439.21978,523.3139,0.2863,9.392,3.42E+02,1.81,266,1.18,10.3,6553,4.479,0.962,293.16168,41.538158,13.993
8556,6285094,K06683.01,,FALSE POSITIVE,FALSE POSITIVE,5.2439455,132.6912,0.3913,13.26,8.69E+01,0.9,1063,301.31,12,6022,4.49,0.952,291.82001,41.697842,14.967
8557,10346522,K07316.01,,FALSE POSITIVE,FALSE POSITIVE,3.98915137,132.571761,0.2645,19.883,6.21E+05,59.92,997,233.19,779.2,5538,4.555,0.719,294.48337,47.45266,14.404
8558,10407047,K07321.01,,FALSE POSITIVE,FALSE POSITIVE,0.933750324,131.51852,1.3832,6.587,1.64E+02,226.96,3439,33070.3,26.8,4909,3.136,5.272,292.77695,47.539391,13.327
8559,10420279,K07325.01,,FALSE POSITIVE,FALSE POSITIVE,45.43325211,159.87037,0.483,14.2488,4.20E+05,77.66,529,18.46,2326.2,5731,4.359,1.08,297.38031,47.545029,14.774
8560,10481054,K07333.01,,FALSE POSITIVE,FALSE POSITIVE,2.03742299,131.5612,0.4872,3.895,3.81E+01,0.67,1647,1740.19,10.4,6544,4.43,1.055,295.84448,47.652119,13.929
8561,10549576,K07341.01,,FALSE POSITIVE,FALSE POSITIVE,9.089361178,139.083162,0.647,6.4113,1.02E+05,69.11,1511,1233.59,733.6,7675,4.051,2.015,297.11826,47.741611,13.015
8562,10597164,K07347.01,,FALSE POSITIVE,FALSE POSITIVE,4.5638537,133.2096,0.9866,13.05,7.19E+01,2.97,1533,1305.08,16.8,5446,3.793,2.39,290.67877,47.845261,13.984
8563,7877820,K06046.01,,FALSE POSITIVE,FALSE POSITIVE,9.44943292,136.026238,1.2561,5.801,1.19E+04,61.47,1152,415.72,450.8,6558,4.167,1.431,286.28693,43.61364,13.099
8564,2580872,K06283.01,,FALSE POSITIVE,FALSE POSITIVE,15.92663152,145.5520186,0.6632,7.43675,2.78E+05,58.28,670,47.68,918,5496,4.471,0.917,292.52859,37.81002,14.88
8565,2716979,K06291.01,,CANDIDATE,CANDIDATE,8.8324193,137.7004,0.185,2.252,7.41E+01,0.98,999,234.99,8.1,6060,4.29,1.133,292.29626,37.93306,13.303
8566,2969638,K06298.01,,FALSE POSITIVE,FALSE POSITIVE,1.97362159,131.90168,0.9931,6.584,1.78E+02,2.86,1654,1767.45,23.4,5870,4.235,1.248,285.72971,38.164829,13.954
