# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Apr  2 05:10:39 2016
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_bmassj:      Planet Mass or M*sin(i)[Jupiter mass]
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN pl_k2flag:      K2 Mission Flag
# COLUMN pl_nnotes:      Number of Notes
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [sexagesimal]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [sexagesimal]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_optmag:      Optical Magnitude [mag]
# COLUMN st_optband:     Optical Magnitude Band
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN rowupdate:      Date of Last Update
#
rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmassprov,pl_radj,pl_dens,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_optmag,st_optband,st_teff,st_mass,st_rad,rowupdate
1561,Kepler-417,b,Transit Timing Variations,2,12.33100000,,,,0.03500,Mass,0.206,,1,1,0,0,19h35m17.84s,293.824314,+42d46m46.9s,42.779705,,15.886,Kepler-band,,0.90,0.81,2014-05-28
1562,Kepler-417,c,Transit Timing Variations,2,15.94300000,,,,,,,,1,1,0,0,19h35m17.84s,293.824314,+42d46m46.9s,42.779705,,15.886,Kepler-band,,0.90,0.81,2014-05-28
1563,Kepler-418,b,Transit,1,86.67856000,,0.200000,89.952,1.10000,Mass,1.200,,0,1,0,0,19h37m44.04s,294.433512,+38d21m19.6s,38.355450,,14.696,Kepler-band,5820.00,0.98,1.09,2014-05-28
1564,Kepler-419,b,Transit,2,69.75460000,0.370000,0.833000,88.950,2.50000,Mass,0.960,,1,1,0,0,19h41m40.30s,295.417899,+51d11m05.2s,51.184765,,13.005,Kepler-band,6430.00,1.39,1.74,2014-06-25
1565,Kepler-419,c,Transit Timing Variations,2,675.47000000,1.680000,0.184000,88.000,7.30000,Mass,,,0,1,0,0,19h41m40.30s,295.417899,+51d11m05.2s,51.184765,,13.005,Kepler-band,6430.00,1.39,1.74,2014-06-25
1566,Kepler-42,b,Transit,3,1.21376720,0.011600,,,,,0.070,,0,1,0,0,19h28m52.57s,292.219033,+44d37m09.0s,44.619160,38.70,16.124,V (Johnson),3068.00,0.13,0.17,2014-05-14
1567,Kepler-42,c,Transit,3,0.45328509,0.006000,,,,,0.065,,0,1,0,0,19h28m52.57s,292.219033,+44d37m09.0s,44.619160,38.70,16.124,V (Johnson),3068.00,0.13,0.17,2014-05-14
1568,Kepler-42,d,Transit,3,1.86516900,0.015400,,,,,0.051,,0,1,0,0,19h28m52.57s,292.219033,+44d37m09.0s,44.619160,38.70,16.124,V (Johnson),3068.00,0.13,0.17,2014-05-14
1569,Kepler-420,b,Transit,1,86.64766100,0.382000,0.772000,89.660,1.45000,Mass,0.940,2.10000,0,1,0,0,19h24m54.04s,291.225180,+44d55m38.6s,44.927383,900.00,14.867,V (Johnson),5520.00,0.99,1.13,2014-06-25
1570,Kepler-421,b,Transit,1,704.19840000,1.219000,0.041000,89.965,,,0.371,,0,1,0,0,18h53m01.64s,283.256822,+45d05m16.0s,45.087776,320.00,13.354,Kepler-band,5308.00,0.79,0.76,2014-07-23
1571,Kepler-422,b,Transit,1,7.89144830,0.082000,,,0.43000,Mass,1.150,0.38000,0,1,0,0,18h50m31.12s,282.629656,+46d19m24.1s,46.323357,,13.435,Kepler-band,5972.00,1.15,1.24,2014-10-03
1572,Kepler-423,b,Transit,1,2.68432850,0.035850,0.019000,87.828,0.59500,Mass,1.192,0.45900,0,1,0,0,19h31m25.38s,292.855742,+46d23m28.2s,46.391178,725.00,14.290,Kepler-band,5560.00,0.85,0.95,2015-01-22
1573,Kepler-424,b,Transit,2,3.31186440,0.044000,,,1.03000,Mass,0.890,1.94000,0,1,0,0,19h54m29.97s,298.624890,+48d34m38.8s,48.577454,,14.256,Kepler-band,5460.00,1.01,0.94,2014-10-03
1574,Kepler-424,c,Radial Velocity,2,223.30000000,0.730000,,,6.97000,Msini,,,0,1,0,0,19h54m29.97s,298.624890,+48d34m38.8s,48.577454,,14.256,Kepler-band,5460.00,1.01,0.94,2014-10-03
1575,Kepler-425,b,Transit,1,3.79701816,0.046400,0.330000,87.020,0.25000,Mass,0.978,0.27000,0,1,0,0,19h21m25.92s,290.358009,+40d34m03.9s,40.567738,650.00,14.970,V (Johnson),5170.00,0.93,0.86,2014-10-03
1576,Kepler-426,b,Transit,1,3.21751883,0.041400,0.180000,85.740,0.34000,Mass,1.090,0.26000,0,1,0,0,19h17m44.31s,289.434628,+49d28m24.2s,49.473400,880.00,15.073,V (Johnson),5725.00,0.91,0.92,2014-10-03
1577,Kepler-427,b,Transit,1,10.29099400,0.091000,0.570000,89.500,0.29000,Mass,1.230,0.16000,0,1,0,0,19h13m01.10s,288.254580,+43d42m17.5s,43.704868,1100.00,14.420,V (Johnson),5800.00,0.96,1.35,2014-10-03
1578,Kepler-428,b,Transit,1,3.52563254,0.043300,0.220000,89.360,1.27000,Mass,1.080,1.02000,0,1,0,0,19h22m19.61s,290.581722,+40d34m38.6s,40.577400,720.00,15.405,V (Johnson),5150.00,0.87,0.80,2014-10-03
1579,Kepler-43,b,Transit,1,3.02409490,0.046000,,84.646,3.23000,Mass,1.219,5.00000,0,1,0,0,19h00m57.81s,285.240856,+46d40m05.7s,46.668255,1950.00,13.958,Kepler-band,6041.00,1.32,1.42,2015-10-15
1580,Kepler-430,b,Transit,2,35.96800000,0.224400,,,,,0.290,,0,1,0,0,19h31m14.07s,292.808636,+49d34m46.0s,49.579445,,13.848,Kepler-band,5884.00,1.17,1.49,2014-11-19
1581,Kepler-430,c,Transit,2,110.97900000,0.475700,,,,,0.160,,0,1,0,0,19h31m14.07s,292.808636,+49d34m46.0s,49.579445,,13.848,Kepler-band,5884.00,1.17,1.49,2014-11-19
1582,Kepler-431,b,Transit,3,6.80300000,0.071900,,,,,0.068,,0,1,0,0,18h44m26.96s,281.112335,+43d13m40.0s,43.227789,,11.973,Kepler-band,6004.00,1.07,1.09,2014-11-19
1583,Kepler-431,c,Transit,3,8.70300000,0.084700,,,,,0.060,,0,1,0,0,18h44m26.96s,281.112335,+43d13m40.0s,43.227789,,11.973,Kepler-band,6004.00,1.07,1.09,2014-11-19
1584,Kepler-431,d,Transit,3,11.92200000,0.104500,,,,,0.100,,0,1,0,0,18h44m26.96s,281.112335,+43d13m40.0s,43.227789,,11.973,Kepler-band,6004.00,1.07,1.09,2014-11-19
1585,Kepler-432,b,Transit,2,52.50112900,0.301000,0.513400,88.170,5.41000,Mass,1.145,4.46000,0,1,0,0,19h33m07.73s,293.282206,+48d17m09.2s,48.285900,870.00,12.465,V (Johnson),4995.00,1.32,4.06,2015-04-30
1586,Kepler-432,c,Radial Velocity,2,406.20000000,,0.498000,,2.43000,Msini,,,0,1,0,0,19h33m07.73s,293.282206,+48d17m09.2s,48.285900,870.00,12.465,V (Johnson),4995.00,1.32,4.06,2015-04-30
1587,Kepler-433,b,Transit,1,5.33408384,0.067900,0.119000,89.210,2.82000,Mass,1.450,1.13000,0,1,0,0,19h50m22.48s,297.593651,+40d58m38.2s,40.977268,1870.00,14.463,Kepler-band,6360.00,1.46,2.26,2015-01-14
1588,Kepler-434,b,Transit,1,12.87470990,0.114300,0.131000,86.460,2.86000,Mass,1.130,2.40000,0,1,0,0,19h34m20.73s,293.586381,+42d55m44.1s,42.928913,1240.00,14.517,Kepler-band,5977.00,1.20,1.38,2015-01-14
1589,Kepler-435,b,Transit,1,8.60015360,0.094800,0.114000,85.510,0.84000,Mass,1.990,0.13100,0,1,0,0,19h29m08.96s,292.287328,+43d11m50.2s,43.197281,2070.00,13.643,Kepler-band,6161.00,1.54,3.21,2015-01-14
1590,Kepler-436,b,Transit,1,64.00205000,0.339000,0.190000,89.930,,,0.240,,0,1,0,0,20h06m52.98s,301.720753,+44d24m43.4s,44.412063,618.00,15.856,Kepler-band,4651.00,0.73,0.70,2015-01-06
1591,Kepler-437,b,Transit,1,66.65062000,0.288000,0.020000,89.900,,,0.190,,0,1,0,0,19h49m23.37s,297.347393,+44d01m37.0s,44.026947,417.00,14.352,Kepler-band,4551.00,0.71,0.68,2015-01-06
1592,Kepler-438,b,Transit,1,35.23319000,0.166000,0.030000,89.860,,,0.100,,0,1,0,0,18h46m34.99s,281.645806,+41d57m03.9s,41.951092,145.00,14.467,Kepler-band,3748.00,0.54,0.52,2015-01-06
1593,Kepler-439,b,Transit,1,178.13960000,0.563000,0.030000,89.950,,,0.200,,0,1,0,0,18h43m12.38s,280.801566,+44d02m02.4s,44.033994,693.00,14.560,Kepler-band,5431.00,0.88,0.87,2015-01-06
1594,Kepler-44,b,Transit,1,3.24672930,0.044600,0.066000,84.960,1.00000,Mass,1.090,0.93000,0,1,0,0,20h00m24.56s,300.102352,+45d45m43.7s,45.762142,2250.00,14.678,Kepler-band,5800.00,1.12,1.35,2015-01-29
1595,Kepler-440,b,Transit,1,101.11141000,0.242000,0.340000,89.930,,,0.170,,0,1,0,0,19h01m23.99s,285.349952,+41d27m07.9s,41.452206,261.00,15.134,Kepler-band,4134.00,0.57,0.56,2015-01-06
1596,Kepler-441,b,Transit,1,207.24820000,0.640000,0.100000,89.970,,,0.150,,0,1,0,0,18h58m16.06s,284.566904,+49d00m45.2s,49.012546,284.00,15.142,Kepler-band,4340.00,0.57,0.55,2015-01-06
1597,Kepler-442,b,Transit,1,112.30530000,0.409000,0.040000,89.940,,,0.120,,0,1,0,0,19h01m27.98s,285.366589,+39d16m48.3s,39.280081,342.00,14.976,Kepler-band,4402.00,0.61,0.60,2015-01-06
1598,Kepler-443,b,Transit,1,177.66930000,0.495000,0.110000,89.940,,,0.210,,0,1,0,0,19h14m26.53s,288.610544,+49d58m07.1s,49.968632,779.00,15.891,Kepler-band,4723.00,0.74,0.71,2015-01-06
1599,Kepler-444,b,Transit,5,3.60010530,0.041780,0.160000,88.000,,,0.036,,0,1,0,0,19h19m00.55s,289.752289,+41d38m04.6s,41.634605,35.70,8.880,V (Johnson),5046.00,0.76,0.75,2015-01-29
1600,Kepler-444,c,Transit,5,4.54588410,0.048810,0.310000,88.200,,,0.044,,0,1,0,0,19h19m00.55s,289.752289,+41d38m04.6s,41.634605,35.70,8.880,V (Johnson),5046.00,0.76,0.75,2015-01-29
1601,Kepler-444,d,Transit,5,6.18939200,0.060000,0.180000,88.160,,,0.047,,0,1,0,0,19h19m00.55s,289.752289,+41d38m04.6s,41.634605,35.70,8.880,V (Johnson),5046.00,0.76,0.75,2015-01-29
1602,Kepler-444,e,Transit,5,7.74349300,0.069600,0.100000,89.130,,,0.049,,0,1,0,0,19h19m00.55s,289.752289,+41d38m04.6s,41.634605,35.70,8.880,V (Johnson),5046.00,0.76,0.75,2015-01-29
1603,Kepler-444,f,Transit,5,9.74048600,0.081100,0.290000,87.960,,,0.066,,0,1,0,0,19h19m00.55s,289.752289,+41d38m04.6s,41.634605,35.70,8.880,V (Johnson),5046.00,0.76,0.75,2015-01-29
1604,Kepler-445,b,Transit,3,2.98415100,,0.000000,89.740,,,0.140,,0,1,0,0,19h54m56.66s,298.736067,+46d29m54.8s,46.498552,90.00,17.475,Kepler-band,3157.00,0.18,0.21,2015-01-14
1605,Kepler-445,c,Transit,3,4.87122900,,0.000000,89.910,,,0.220,,0,1,0,0,19h54m56.66s,298.736067,+46d29m54.8s,46.498552,90.00,17.475,Kepler-band,3157.00,0.18,0.21,2015-01-14
1606,Kepler-445,d,Transit,3,8.15275000,,0.000000,89.610,,,0.110,,0,1,0,0,19h54m56.66s,298.736067,+46d29m54.8s,46.498552,90.00,17.475,Kepler-band,3157.00,0.18,0.21,2015-01-14
1607,Kepler-446,b,Transit,3,1.56540900,,0.000000,87.420,,,0.130,,0,1,0,0,18h49m00.05s,282.250207,+44d55m16.0s,44.921102,120.00,16.257,Kepler-band,3359.00,0.22,0.24,2015-01-14
1608,Kepler-446,c,Transit,3,3.03617900,,0.000000,88.970,,,0.100,,0,1,0,0,18h49m00.05s,282.250207,+44d55m16.0s,44.921102,120.00,16.257,Kepler-band,3359.00,0.22,0.24,2015-01-14
1609,Kepler-446,d,Transit,3,5.14892100,,0.000000,88.720,,,0.120,,0,1,0,0,18h49m00.05s,282.250207,+44d55m16.0s,44.921102,120.00,16.257,Kepler-band,3359.00,0.22,0.24,2015-01-14
1610,Kepler-447,b,Transit,1,7.79430132,0.076900,0.123000,86.550,1.37000,Mass,1.650,0.40000,0,1,0,0,19h01m04.46s,285.268586,+48d33m36.0s,48.560013,,12.394,Kepler-band,5493.00,1.00,1.05,2015-02-19
1611,Kepler-449,b,Transit,2,12.58242000,,0.030000,,,,0.183,,0,1,0,0,19h34m55.88s,293.732821,+41d54m03.0s,41.900829,,11.411,Kepler-band,,0.97,1.47,2015-05-21
1612,Kepler-449,c,Transit,2,33.67270000,,0.050000,,,,0.247,,0,1,0,0,19h34m55.88s,293.732821,+41d54m03.0s,41.900829,,11.411,Kepler-band,,0.97,1.47,2015-05-21
1613,Kepler-45,b,Transit,1,2.45523900,0.030000,0.110000,87.000,0.50500,Mass,0.960,0.80000,0,1,0,0,19h31m29.50s,292.872900,+41d03m51.3s,41.064261,333.00,16.880,V (Johnson),3820.00,0.59,0.55,2014-05-14
1614,Kepler-450,b,Transit,3,28.45485100,,0.020000,,,,0.548,,0,1,0,0,19h41m56.76s,295.486509,+51d00m48.6s,51.013500,,11.684,Kepler-band,,1.35,1.57,2015-05-21
1615,Kepler-450,c,Transit,3,15.41313500,,0.020000,,,,0.234,,0,1,0,0,19h41m56.76s,295.486509,+51d00m48.6s,51.013500,,11.684,Kepler-band,,1.35,1.57,2015-05-21
1616,Kepler-450,d,Transit,3,7.51464000,,0.140000,,,,0.075,,0,1,0,0,19h41m56.76s,295.486509,+51d00m48.6s,51.013500,,11.684,Kepler-band,,1.35,1.57,2015-05-21
1617,Kepler-452,b,Transit,1,384.84300000,1.046000,,89.806,,,0.145,,0,1,0,0,19h44m00.89s,296.003688,+44d16m39.2s,44.277561,,13.426,Kepler-band,5757.00,1.04,1.11,2015-07-23
1618,Kepler-453,b,Transit,1,240.50300000,0.790300,0.035900,89.443,0.00063,Mass,0.553,,0,1,0,0,18h52m57.91s,283.241297,+46d22m42.5s,46.378471,,13.552,Kepler-band,5527.00,0.94,0.83,2015-07-09
1619,Kepler-454,b,Transit,2,10.57375339,0.095400,0.000000,87.090,0.02152,Mass,0.211,2.76000,0,1,0,0,19h09m54.85s,287.478529,+38d13m43.9s,38.228866,,11.570,V (Johnson),5701.00,1.03,1.07,2015-12-03
1620,Kepler-454,c,Radial Velocity,2,523.90000000,,0.021400,,4.46000,Msini,,,0,1,0,0,19h09m54.85s,287.478529,+38d13m43.9s,38.228866,,11.570,V (Johnson),5701.00,1.03,1.07,2015-12-03
1621,Kepler-46,b,Transit,3,33.60134000,0.196800,0.010000,89.038,6.00000,Mass,0.808,14.00000,1,1,0,0,19h17m04.50s,289.268744,+42d36m15.0s,42.604176,855.00,15.262,Kepler-band,5309.00,0.90,0.79,2014-05-14
1622,Kepler-46,c,Transit Timing Variations,3,57.01100000,0.279900,0.014600,87.400,0.37600,Mass,,,1,1,0,0,19h17m04.50s,289.268744,+42d36m15.0s,42.604176,855.00,15.262,Kepler-band,5309.00,0.90,0.79,2014-05-14
1623,Kepler-46,d,Transit,3,6.76658900,0.067000,,,,,0.146,,1,1,0,1,19h17m04.50s,289.268744,+42d36m15.0s,42.604176,855.00,15.262,Kepler-band,5309.00,0.90,0.79,2014-05-14
1624,Kepler-47,b,Transit,2,49.53200000,0.296200,0.035000,89.700,2.00000,Mass,0.270,,1,1,0,0,19h41m11.50s,295.297916,+46d55m13.7s,46.920467,1500.00,15.178,Kepler-band,5636.00,1.05,0.96,2014-05-14
1625,Kepler-47,c,Transit,2,303.13700000,0.991000,0.411000,89.825,28.00000,Mass,0.411,,1,1,0,0,19h41m11.50s,295.297916,+46d55m13.7s,46.920467,1500.00,15.178,Kepler-band,5636.00,1.05,0.96,2014-05-14
1626,Kepler-48,b,Transit,4,4.77798030,,,,5.94000,Mass,0.191,,1,1,0,0,19h56m33.41s,299.139212,+40d56m56.5s,40.949020,,13.040,Kepler-band,5194.00,0.88,0.89,2014-05-14
1627,Kepler-48,c,Transit,4,9.67392830,,,,11.61000,Mass,0.280,,1,1,0,0,19h56m33.41s,299.139212,+40d56m56.5s,40.949020,,13.040,Kepler-band,5194.00,0.88,0.89,2014-05-14
1628,Kepler-48,d,Transit,4,42.89610000,,,,0.02500,Mass,0.182,5.08000,0,1,0,0,19h56m33.41s,299.139212,+40d56m56.5s,40.949020,,13.040,Kepler-band,5194.00,0.88,0.89,2014-05-14
1629,Kepler-48,e,Radial Velocity,4,982.00000000,,,,2.06700,Mass,,,0,1,0,0,19h56m33.41s,299.139212,+40d56m56.5s,40.949020,,13.040,Kepler-band,5194.00,0.88,0.89,2014-05-14
1630,Kepler-49,b,Transit,4,7.20379450,,,,0.98000,Mass,0.243,,1,1,0,0,19h29m10.70s,292.294579,+40d35m30.5s,40.591801,,15.264,Kepler-band,4252.00,0.55,0.56,2014-05-14
1631,Kepler-49,c,Transit,4,10.91293430,,,,0.72000,Mass,0.227,,1,1,0,0,19h29m10.70s,292.294579,+40d35m30.5s,40.591801,,15.264,Kepler-band,4252.00,0.55,0.56,2014-05-14
1632,Kepler-49,d,Transit,4,2.57654900,0.031000,,,,,0.143,,1,1,0,0,19h29m10.70s,292.294579,+40d35m30.5s,40.591801,,15.264,Kepler-band,4252.00,0.55,0.56,2014-05-14
1633,Kepler-49,e,Transit,4,18.59610800,0.116000,,,,,0.139,,1,1,0,0,19h29m10.70s,292.294579,+40d35m30.5s,40.591801,,15.264,Kepler-band,4252.00,0.55,0.56,2014-05-14
1634,Kepler-5,b,Transit,1,3.54846570,0.053800,,89.140,2.11100,Mass,1.426,0.40000,0,1,0,0,19h57m37.68s,299.407009,+44d02m06.2s,44.035046,,13.369,Kepler-band,6297.00,1.37,1.79,2015-10-15
1635,Kepler-50,b,Transit,2,7.81254000,0.077000,,,,,0.153,,1,1,0,0,19h12m24.21s,288.100873,+50d02m01.4s,50.033718,,10.421,Kepler-band,6225.00,1.24,1.58,2014-05-14
1636,Kepler-50,c,Transit,2,9.37647000,0.087000,,,,,0.194,,1,1,0,0,19h12m24.21s,288.100873,+50d02m01.4s,50.033718,,10.421,Kepler-band,6225.00,1.24,1.58,2014-05-14
1637,Kepler-51,b,Transit,3,45.15400000,0.251400,0.040000,,0.00700,Mass,0.633,0.03000,1,1,0,0,19h45m55.15s,296.479776,+49d56m15.7s,49.937683,,14.669,Kepler-band,6018.00,1.04,0.94,2014-05-14
1638,Kepler-51,c,Transit,3,85.31200000,0.384000,0.014000,,0.01300,Mass,0.803,0.03000,1,1,0,0,19h45m55.15s,296.479776,+49d56m15.7s,49.937683,,14.669,Kepler-band,6018.00,1.04,0.94,2014-05-14
1639,Kepler-51,d,Transit,3,130.19400000,0.509000,0.008000,,0.02400,Mass,0.865,0.04600,1,1,0,0,19h45m55.15s,296.479776,+49d56m15.7s,49.937683,,14.669,Kepler-band,6018.00,1.04,0.94,2014-05-14
1640,Kepler-52,b,Transit,3,7.87735650,,,,8.70000,Mass,0.187,,1,1,0,0,19h06m57.13s,286.738033,+49d58m32.7s,49.975750,,15.095,Kepler-band,4263.00,0.54,0.56,2014-05-14
1641,Kepler-52,c,Transit,3,16.38500210,,,,10.41000,Mass,0.164,,1,1,0,0,19h06m57.13s,286.738033,+49d58m32.7s,49.975750,,15.095,Kepler-band,4263.00,0.54,0.56,2014-05-14
1642,Kepler-52,d,Transit,3,36.44517100,0.182000,,,,,0.174,,0,1,0,0,19h06m57.13s,286.738033,+49d58m32.7s,49.975750,,15.095,Kepler-band,4263.00,0.54,0.56,2014-05-14
1643,Kepler-53,b,Transit,3,18.64895250,,,,18.41000,Mass,0.258,,1,1,0,0,19h21m50.83s,290.461775,+40d33m44.9s,40.562462,,15.386,Kepler-band,5858.00,0.98,0.89,2014-05-14
1644,Kepler-53,c,Transit,3,38.55830380,,,,15.74000,Mass,0.283,,1,1,0,0,19h21m50.83s,290.461775,+40d33m44.9s,40.562462,,15.386,Kepler-band,5858.00,0.98,0.89,2014-05-14
1645,Kepler-53,d,Transit,3,9.75196200,0.091000,,,,,0.189,,0,1,0,0,19h21m50.83s,290.461775,+40d33m44.9s,40.562462,,15.386,Kepler-band,5858.00,0.98,0.89,2014-05-14
1646,Kepler-54,b,Transit,3,8.01094340,,,,0.92000,Mass,0.187,,1,1,0,0,19h39m05.75s,294.773939,+43d03m22.7s,43.056295,,15.847,Kepler-band,4252.00,0.51,0.55,2014-05-14
1647,Kepler-54,c,Transit,3,12.07172490,,,,0.37000,Mass,0.110,,1,1,0,0,19h39m05.75s,294.773939,+43d03m22.7s,43.056295,,15.847,Kepler-band,4252.00,0.51,0.55,2014-05-14
1648,Kepler-54,d,Transit,3,20.99569400,0.126000,,,,,0.136,,1,1,0,0,19h39m05.75s,294.773939,+43d03m22.7s,43.056295,,15.847,Kepler-band,4252.00,0.51,0.55,2014-05-14
1649,Kepler-55,b,Transit,5,27.94814490,,,,1.49000,Mass,0.217,,1,1,0,0,19h00m40.40s,285.168338,+44d01m35.3s,44.026466,,15.791,Kepler-band,4503.00,0.62,0.62,2014-05-14
1650,Kepler-55,c,Transit,5,42.15164180,,,,1.11000,Mass,0.197,,1,1,0,0,19h00m40.40s,285.168338,+44d01m35.3s,44.026466,,15.791,Kepler-band,4503.00,0.62,0.62,2014-05-14
1651,Kepler-55,d,Transit,5,2.21109900,0.029000,,,,,0.142,,1,1,0,0,19h00m40.40s,285.168338,+44d01m35.3s,44.026466,,15.791,Kepler-band,4503.00,0.62,0.62,2014-05-14
1652,Kepler-55,e,Transit,5,4.61753400,0.048000,,,,,0.138,,1,1,0,0,19h00m40.40s,285.168338,+44d01m35.3s,44.026466,,15.791,Kepler-band,4503.00,0.62,0.62,2014-05-14
1653,Kepler-55,f,Transit,5,10.19854500,0.081000,,,,,0.142,,1,1,0,0,19h00m40.40s,285.168338,+44d01m35.3s,44.026466,,15.791,Kepler-band,4503.00,0.62,0.62,2014-05-14
1654,Kepler-56,b,Transit,2,10.50160000,0.102800,,,0.07000,Mass,0.581,0.44200,1,1,0,0,19h35m02.00s,293.758347,+41d52m18.7s,41.871869,,12.440,Kepler-band,4840.00,1.32,4.23,2014-05-14
1655,Kepler-56,c,Transit,2,21.40239000,0.165200,,,0.57000,Mass,0.874,1.06000,1,1,0,0,19h35m02.00s,293.758347,+41d52m18.7s,41.871869,,12.440,Kepler-band,4840.00,1.32,4.23,2014-05-14
1656,Kepler-57,b,Transit,2,5.72931960,,,,18.86000,Mass,0.195,,1,1,0,0,19h34m33.91s,293.641285,+44d39m25.3s,44.657040,,14.809,Kepler-band,5145.00,0.83,0.73,2014-05-14
1657,Kepler-57,c,Transit,2,11.60925670,,,,6.95000,Mass,0.138,,1,1,0,0,19h34m33.91s,293.641285,+44d39m25.3s,44.657040,,14.809,Kepler-band,5145.00,0.83,0.73,2014-05-14
1658,Kepler-58,b,Transit,3,10.21849540,,,,1.39000,Mass,0.248,,1,1,0,0,19h45m26.08s,296.358649,+39d06m54.7s,39.115194,,14.820,Kepler-band,6099.00,0.95,1.13,2014-05-14
1659,Kepler-58,c,Transit,3,15.57415680,,,,2.19000,Mass,0.255,,1,1,0,0,19h45m26.08s,296.358649,+39d06m54.7s,39.115194,,14.820,Kepler-band,6099.00,0.95,1.13,2014-05-14
1660,Kepler-58,d,Transit,3,40.10137100,0.236000,,,,,0.262,,0,1,0,0,19h45m26.08s,296.358649,+39d06m54.7s,39.115194,,14.820,Kepler-band,6099.00,0.95,1.13,2014-05-14
1661,Kepler-59,b,Transit,2,11.86817070,,,,2.05000,Mass,0.098,,1,1,0,0,19h08m09.48s,287.039503,+46d38m24.5s,46.640129,,14.307,Kepler-band,6074.00,1.04,0.94,2014-05-14
1662,Kepler-59,c,Transit,2,17.98012350,,,,1.37000,Mass,0.177,,1,1,0,0,19h08m09.48s,287.039503,+46d38m24.5s,46.640129,,14.307,Kepler-band,6074.00,1.04,0.94,2014-05-14
1663,Kepler-6,b,Transit,1,3.23469960,0.048520,,88.930,0.66800,Mass,1.304,0.40000,0,1,0,0,19h47m20.94s,296.837254,+48d14m23.9s,48.239964,,13.303,Kepler-band,5647.00,1.21,1.39,2015-10-15
1664,Kepler-60,b,Transit,3,7.13161850,,,,0.25000,Mass,0.203,,1,1,0,0,19h15m50.70s,288.961242,+42d15m54.0s,42.265011,,13.959,Kepler-band,5915.00,1.11,1.50,2014-05-14
1665,Kepler-60,c,Transit,3,8.91934590,,,,0.56000,Mass,0.220,,1,1,0,0,19h15m50.70s,288.961242,+42d15m54.0s,42.265011,,13.959,Kepler-band,5915.00,1.11,1.50,2014-05-14
1666,Kepler-60,d,Transit,3,11.90161710,,,,0.68000,Mass,0.227,,1,1,0,0,19h15m50.70s,288.961242,+42d15m54.0s,42.265011,,13.959,Kepler-band,5915.00,1.11,1.50,2014-05-14
1667,Kepler-61,b,Transit,1,59.87756000,,0.250000,89.800,,,0.192,,0,1,0,0,19h41m13.08s,295.304508,+42d28m31.0s,42.475290,,14.995,Kepler-band,4017.00,0.64,0.62,2014-05-14
1668,Kepler-62,b,Transit,5,5.71493200,0.055300,,89.200,0.03000,Mass,0.117,,0,1,0,0,18h52m51.06s,283.212747,+45d20m59.5s,45.349865,368.00,13.725,Kepler-band,4925.00,0.69,0.64,2014-05-14
1669,Kepler-62,c,Transit,5,12.44170000,0.092900,,89.700,0.01300,Mass,0.048,,0,1,0,0,18h52m51.06s,283.212747,+45d20m59.5s,45.349865,368.00,13.725,Kepler-band,4925.00,0.69,0.64,2014-05-14
1670,Kepler-62,d,Transit,5,18.16406000,0.120000,,89.700,0.04400,Mass,0.174,,0,1,0,0,18h52m51.06s,283.212747,+45d20m59.5s,45.349865,368.00,13.725,Kepler-band,4925.00,0.69,0.64,2014-05-14
1671,Kepler-62,e,Transit,5,122.38740000,0.427000,,89.980,0.11300,Mass,0.144,,0,1,0,0,18h52m51.06s,283.212747,+45d20m59.5s,45.349865,368.00,13.725,Kepler-band,4925.00,0.69,0.64,2014-05-14
1672,Kepler-62,f,Transit,5,267.29100000,0.718000,,89.900,0.11000,Mass,0.126,,0,1,0,0,18h52m51.06s,283.212747,+45d20m59.5s,45.349865,368.00,13.725,Kepler-band,4925.00,0.69,0.64,2014-05-14
1673,Kepler-63,b,Transit,1,9.43415050,0.080000,0.450000,87.806,0.37800,Mass,0.545,3.00000,0,1,0,0,19h16m54.28s,289.226179,+49d32m53.5s,49.548203,200.00,12.020,V (Johnson),5576.00,0.98,0.90,2014-05-14
